name,short,region,location,org,is_disbanded,renamed_to
Komodo,KMD,North America,,,0,
Komputronik Gaming Scouting Grounds,KG,Europe,,,1,
Komputronik H34T,HIT,Europe,Poland,,1,
Kongdoo Monster,KDM,Korea,South Korea,,1,
Könige der Meere,KDM,EMEA,Germany,,1,
Konix eSport,Konix,Europe,France,,1,
Korean Streamer,KRS,Korea,,,1,
KOVA Esports,KOVA,Europe,Finland,,1,
Kowloon Esports (九龍電競),KE,LMS,Hong Kong,,1,
KR Reykjavík Esports,KR,Europe,Iceland,,1,
Kraken E-Sports,KNS,Latin America,Peru,,1,
KRC Genk Esports,GENK,EMEA,,,1,
KRC Genk Esports Talent Team,GNKT,Europe,Belgium,,1,
KRÜ Esports,KRU,Latin America,Argentina,,1,
KSV eSports,KSV,Korea,South Korea,,1,Gen.G
KT Rolster,KT,Korea,South Korea,,0,
KT Rolster Academy,KT.A,Korea,South Korea,,0,
KT Rolster Arrows,KT.A,Korea,South Korea,,1,
KT Rolster Bullets,KT.B,Korea,South Korea,,1,
KT Rolster Challengers,KT.C,Korea,South Korea,,0,
Kuala Lumpur Hunters,KLH,SEA,Malaysia,,1,
Kubyd's Syndrome,Kubyd's,Europe,Poland,,1,
Kuma e-Sports,KUMA,Brazil,Brazil,,1,
Kumiho Esports,KHO,EMEA,Spain,,1,
Kun Shan Lightning Tiger (崑大閃電虎),KSLT,Asia Pacific,Taiwan,,0,
Kurulean's Kittens,KURU,North America,,,1,
KV Mechelen Esports,KVM,Europe,Belgium,,1,
KV Mechelen Esports Academy,KVM.A,Europe,Belgium,,1,
KV Mechelen Esports Strijders,KVM.S,Europe,Belgium,,1,
Kx.Cash,KXC,China,China,,1,
Kx.Happy,KXH,China,China,,1,Revenger (Chinese Team)
L Guide Gaming,LGG,Asia Pacific,Japan,,0,
L’art de la Guerre,ART,North America,,,1,
La BOMBAS,BOMB,EMEA,Netherlands,,1,
Labradoodle 9,LAB9,Europe,,,1,
Lachende Gerdas,LACH,Europe,,,1,
Lamasticrew,Lama,Europe,France,,1,
LanCraft,LAN,Europe,Czech Republic,,1,
Lanomania,LMA,Europe,Sweden,,1,
LanXiang Gaming,LX,China,China,,1,
LaoPengYou,LPY,China,,,1,
Laranja Mecânica,LMEC,Americas,Brazil,,1,
Laranja Mecânica Ignis,LMEC.I,Brazil,Brazil,,1,
Large,LRG,North America,,,1,
Las Divinas,LD,EMEA,Europe,,1,
Last Group,LG,LAS,Uruguay,,1,
Last Kings,LK,LAS,Chile,,1,
Last Minute Airlines,LMA,EMEA,Europe,,1,
Last Resistance,LR,North America,,,1,
Laughing Coffins,LC,Europe,Greece,,1,
Lausanne-Sport Esports,ELS,EMEA,Switzerland,,0,
Lazy In Life,LAZY,EMEA,Norway,,1,
LBS Esports,LBS,Latin America,Argentina,,1,
LCVS Fighting (立志猩勢力),LCVS,Asia Pacific,Taiwan,,1,
LD50 Gaming,LD50,Japan,Japan,,1,
LDLC OL,LDLC,EMEA,France,,1,
LDM Esports,LDM,Latin America,,,1,
LDM Mexico,LDM,Latin America,Chile,,1,
LDN UTD,LDNU,Europe,United Kingdom,,1,
LDN UTD Ice,LDNU.I,Europe,United Kingdom,,1,
LEC Kings,RITO,Europe,,,1,
Lechuga Gaming,LGE,Brazil,Uruguay,,1,
Legacy Esports,LGC,Oceania,Australia,,1,
Legacy Genesis,LGG,Oceania,Australia,,1,
Legatum,LGT,LAS,Chile,,1,
Legend Dragon,LD,China,China,,1,
Legend Dragon Academy,LDA,China,China,,1,
Legend Esport Gaming,LEG,China,,,1,
Legendary,LDY,North America,North America,,1,
LegendsBR,LBR,Brazil,Brazil,,1,
Legion Gaming,LG,Europe,United Kingdom,,1,
Legion Gaming,LGN,Oceania,Australia,,1,
Lemondogs,LD,Europe,Sweden,,1,
Lemondogs Argentina,LD ARG,LAS,Sweden,,1,
Lenovo Legion Honvéd,LLH,EMEA,Hungary,,0,
Leões Porto Salvo Esports,LPS,EMEA,Portugal,,1,
Levante UD Esports,LUD,EMEA,Spain,,1,
Level One,Lv1,Europe,Italy,,1,
Level Up esports,LVL,Europe,,,1,
Leviatan,LEV,Brazil,Argentina,,0,
Leviatan Esports Chile,LEV,Latin America,Argentina,,1,
Leviathans,LVT,Europe,,,1,
LGD Gaming,LGD,China,China,,0,
LGD Gaming Young Team,LGD.Y,China,China,,0,
Liberty,LBR,Brazil,Brazil,,1,
Liberty Academy,LBR.A,Brazil,Brazil,,1,
Liberty Zeal Queue,LZQ,China,China,,1,
Life Support,LFS,North America,North America,,1,
Liiv SANDBOX,LSB,Korea,South Korea,,1,FearX
Liiv SANDBOX Academy,LSB.A,Korea,South Korea,,1,FearX Academy
Liiv SANDBOX Youth,LSB.Y,Korea,South Korea,,1,FearX Youth
Lille Esport,LIL,EMEA,France,,0,
LinG,LNG,China,China,,1,
LinGan e-Sports,LGE,China,China,,1,
Lionscreed,LC,EMEA,United Kingdom,,1,
LionsCreed Baltics,LC,Europe,United Kingdom,,1,
Lionscreed Lionesses,LC.L,EMEA,United Kingdom,,1,
LiT Esports,LIT,North America,,,1,
LIT Team (黎明企鵝),LIT,Asia Pacific,,,0,
Little Hippo,LITT,Korea,South Korea,,1,
Little Wraith,LW,Oceania,Australia,,1,
LittleSans,LTS,EMEA,Spain,,1,
Live Gaming Ascension,LGA,LAS,Chile,,1,Beast Mode
Liyab Esports,LYB,Asia Pacific,Philippines,,1,
LK Gaming,LK,EMEA,Spain,,1,
LMQ,LMQ,North America,China,,1,Team Impulse
LNG Academy,LNG.A,China,,,1,
LNG Esports,LNG,China,China,,0,
Lobstar,LOB,EMEA,Italy,,1,
LODIS,LDS,EMEA,Poland,,0,
LODIS Academy,LDSA,EMEA,Poland,,1,
Logi-A Team,LAT,LMS,Taiwan,,1,
Login Esports,LGN,EMEA,,,1,
Logitech G Snipers,LGS,LMS,Taiwan,,1,
logiX,logiX,Europe,Germany,,1,
LoL Academia,LAE,LAN,Panama,,1,
LOLQ Tempest,Tempest,Korea,South Korea,,1,Xenics Storm
London Esports,LDN,Europe,United Kingdom,,1,
Longzhu Gaming,LZ,Korea,China,,1,
Looking for ORG,LFO,EMEA,Turkey,,1,
Los Leones de Badajoz,LOS,Europe,Spain,,1,
Los Ratones,LR,EMEA,United Kingdom,,1,
Lost Draft,LOST,North America,North America,,1,Bawk Bawk
Lost Esports,LE,MENA,United Arab Emirates,,1,
Loto Gaming,LTG,Latin America,Colombia,,1,
LOTUS,LTS,Americas,Brazil,,1,
Lotus,LTS,North America,,,0,
Lotus Bloom,LBL,North America,United States,,1,
Lotus Esports,LTS,North America,United States,,1,
Lotus Exiles,LE,North America,,,1,
Lotus Gaming,LTG,EMEA,Lithuania,,1,
Lotus Knights,LK,EMEA,Spain,,1,
LOUD,LOUD,Brazil,Brazil,,0,
LOUD Academy,LLL.A,Americas,Brazil,,1,
Louisiana State University,LSU,North America,,,1,
Lourdes University,LU,North America,,,0,
Low Pressur3 Gaming,LP3,Latin America,Peru,,1,
Low Priority,Low P,Europe,Europe,,1,
Lowkey Esports,LK,North America,,,1,
Lowkey Esports.Vietnam,LK,Vietnam,United States,,1,
LowLandLions,LION,Europe,Belgium,,1,
LowLandLions.Black,LLL.B,Europe,Netherlands,,1,
LowLandLions.White,LLL.W,Europe,Netherlands,,1,
LØS,LOS,Brazil,Brazil,,0,
LØS Academy,LOS.A,Brazil,Brazil,,0,
LØS Trainee,LOS.T,Brazil,Brazil,,1,
LP Gaming,LPG,Vietnam,Vietnam,,1,
LUA Gaming,LUA,EMEA,Spain,,0,
Lublin Shore,LBS,Europe,Poland,,1,
Lucent Esports,LCT,EMEA,United Kingdom,,1,
Lucky Esports,LKY,North America,,,1,Aqualix Esports.NA
LUL Esports,LUL,Europe,Greece,,1,
Luminosity Gaming,LG,North America,Canada,,1,
Luminox Planet,LP,EMEA,,,1,
Lunary,LNY,EMEA,France,Solary (Organization),1,
Lund Esports Organization,LEO,EMEA,Sweden,,0,
Lundqvist Lightside,LLS,EMEA,Sweden,,0,
Lupus Esports,LUP,EMEA,Serbia,,0,
Luxor Gaming,LXG,Latin America,Peru,,1,
Luxury Esports,LX,Vietnam,Vietnam,,1,
Lycos eSports,LYC,Europe,Italy,,1,
Lynch Esports,LY,EMEA,Turkey,,1,
Lynx,LX,Oceania,,,1,
LYON,LYON,North America,Mexico,,0,
LYON Academy,LYN.A,North America,Mexico,,0,
Lyon Gaming,LYN,LAN,Mexico,,1,Rainbow7
Lyon Gaming,Lyon,Latin America,Mexico,,1,
M19,M19,CIS,Russia,,1,
Macao Esports,MOE,LMS,Macao,,1,
Machi 17,Machi 17,LMS,Taiwan,,1,
Machi Crew,MC,LMS,Taiwan,,1,
Machi Esports,MCX,Asia Pacific,Taiwan,,1,
MachiX,MCX,LMS,Taiwan,,1,
Macko Academy,MCK.A,EMEA,Italy,,0,
Macko Esports,MCK,EMEA,Italy,,1,
Macro Maniacs,MCM,Turkey,Turkey,,1,
Mad Dragon,MAD,LMS,Hong Kong,,1,
MAD Gaming,MAD,Brazil,Brazil,,1,
MaD Gaming MX,MaD MX,LAN,Mexico,,1,
Mad Gods Gaming,MG,Europe,Greece,,1,
Mad Kings,MKE,Latin America,Peru,,1,
MAD Lions Academy,MAD.A,Europe,Spain,,1,
MAD Lions E.C.,MAD,Europe,Spain,,1,MAD Lions Madrid
MAD Lions E.C. Colombia,MLC,Latin America,Spain,,1,
MAD Lions E.C. Mexico,MLM,Latin America,Spain,,1,
MAD Lions KOI,MDK,EMEA,Spain,,1,Movistar KOI
MAD Lions KOI Female,MDK.F,EMEA,Spain,,1,
MAD Lions Madrid,MADM,Europe,Spain,,1,
Mad Revolution Gaming,MAD,Latin America,Costa Rica,,1,
MAD Team,MAD,LMS,Taiwan,,1,
Made in France,MiF,Europe,France,,1,
Maelstrom Esports,ME,North America,,,1,
Maestro V Esports,MSV,EMEA,Poland,,1,
Magaza Esports,MGZ,EMEA,Bulgaria,,0,
Magistra,MGT,Europe,Denmark,,1,
Magna Esports,MGN,EMEA,Spain,,1,
Majestic Lions,ML,Europe,Czech Republic,,1,
Majoris Angels,MA,North America,Spain,,0,
Make-A-Wish,MAW,North America,,,1,
Malvinas Gaming,MVG,Brazil,Argentina,,0,
Malvinas Gaming EU,MVG,EMEA,Argentina,,1,
mamilos mamosos,MAMI,Unknown,Brazil,,0,
MAMMOTH,MEC,Asia Pacific,Australia,,1,
Mammoth Academy,MMMA,Oceania,Australia,,1,
ManaLight,ML,Europe,United Kingdom,,1,
Manguste AT,MNG.AT,Europe,Italy,,1,
Manguste eSports,MNG,Europe,Italy,,1,
Manila Eagles,MLE,SEA,Philippines,,1,
Maroon Bells,MB,Europe,Poland,,1,
Marvelous Gamers Brotherhood,MGB,China,China,,1,
Maryville University,MU,North America,United States,,0,
Mashallah Gaming,MASH,Europe,France,,1,
Masonic,MSC,Europe,Denmark,,1,
Master Girl,MG,China,China,,1,
Master of Chicken Gaming,MCG,Japan,Japan,,1,
Masters 3,M3,China,China,,1,
Maturalni Forsaken Academy,MFA,EMEA,Poland,,1,
Maverix,MVX,EMEA,Czech Republic,,1,
MAX,MAX,China,China,,1,
Max Tigers,MAX,Latin America,Colombia,,1,
Maximal,MAX,Vietnam,Vietnam,,1,UTM Esports
Maximum impact Gaming Blitz,MIG.B,Korea,South Korea,,1,
Mayan Esports,MYN,Latin America,Guatemala,,1,
Maycam Evolve,EV,Latin America,Argentina,,1,
Maze,MZE,Brazil,Brazil,,1,
Maze Gaming,MAZ,Brazil,Chile,,0,
MCES Italia,MCES.IT,Europe,Italy,,1,
MCES Italia Academy,MCES.IT,Europe,Italy,,1,
mCon esports,MCON,EMEA,Netherlands,,0,
mCon esports Academy,MCNA,EMEA,,,1,
MD E-sports Club,MD,China,China,,1,
Meat Playground,MP,North America,North America,,1,
Meavedron,MVE,EMEA,Poland,,0,
Meavedron Anonymo Master Academy,MAMA,EMEA,Poland,,0,
Medieval Riga,MDVL,Europe,Latvia,,1,
MeetYourMakers,MYM,Europe,Germany,,1,
MeetYourMakers.LAN,MYM,LAN,Germany,,1,
MeetYourMakers.TR,MYM.TR,Turkey,Germany,,1,
MEGA,MG,SEA,Thailand,,1,
Melilla Titans,MT,EMEA,Spain,,1,
Meloncats,MC,Europe,Europe,,1,
Melty eSport Club,MTY,Europe,France,,1,
Meme City Esports,MCE,North America,United States,,1,
Meme Stream Dream Team,MSDT,North America,,,1,
Mental Rush,MRS,EMEA,Europe,,0,
Meow Gaming Club,MEOW,EMEA,Netherlands,,1,
Mercenaries,MERC,North America,,,1,
Merciless Academy,MGG.A,Brazil,Brazil,,1,
Merciless Gaming,MGG,Brazil,Brazil,,1,
Meta Falcon Team,MFT,Asia Pacific,Taiwan,,1,
Meta Gaming,MG,Americas,Paraguay,,1,
Method2Madness,M2,Europe,United Kingdom,,1,
Mezexis Esports,MZS,Latin America,Dominican Republic,,1,
MF Gaming,MFG,China,China,,1,
MGN Blue Esports,MBE,Asia Pacific,Vietnam,Box Studio,1,
MGN Vikings Academy,MVKA,Asia Pacific,Vietnam,,1,MVK Esports Academy
MGN Vikings Esports,MVKE,Asia Pacific,Vietnam,Vikings Gaming (Organization),1,MVK Esports
Mgutis' Saplings,MS,North America,,,1,
MHSC Esport,MHSC,EMEA,France,,1,
Miami University,MU,North America,,,0,
MiaoJing (妙竞),MJ,China,China,,1,
Miau,MIAU,North America,United States,,0,
MIBR,MIBR,Americas,Brazil,,1,
Michigan State University,MSU,North America,,,0,
Midas FIO,FIO,Korea,South Korea,,1,
Midnight Sun Esports,MSE,LMS,Taiwan,,1,
Mighty Eagle,ME,China,China,Team WE (Organization),1,
Mighty Eagles,MIE,EMEA,Czech Republic,,0,
Mila Gaming,MG,Asia Pacific,Vietnam,,1,
Milk Esports,MILK,North America,United States,,0,
Milk Esports Brazil,MEBR,North America,United States,,0,
Milk Esports Whole Milk,WMLK,North America,United States,,0,
Millenium,MIL,Europe,France,,1,
Millenium Spirit,MSP,Europe,France,,1,
Mind Blue eSports,MB,EMEA,,,0,
Miners,NMG,Brazil,Brazil,,1,
Miners Academy,NMG.A,Brazil,,,1,
Miners Female,NMG.F,Brazil,Brazil,,1,
Mineski,MSK,SEA,Philippines,,1,Liyab Esports
Minus Three,M3,North America,,,1,
Miracle,MRC,North America,Canada,,1,
Miracle Gaming,M1,Europe,Spain,,1,
Mirage Alliance,MA,North America,United States,,1,
Mirage Alliance Baguette,MA.B,Americas,,,1,
Mirage Alliance Developmental,MIR.D,North America,United States,,1,
Mirage Élite,MEC,North America,,,1,
Mirage Elyandra,ME,Europe,Canada,,1,
MiraGe Gaming,MiraGe,Korea,South Korea,,1,
Mirage Oasis,MIR.O,North America,Canada,,1,
Mirage Sport Électronique,MIR,North America,,,1,
MIRAI,MIRAI,Americas,Brazil,,1,
Misa Esports,MISA,EMEA,Turkey,,1,
Misfits,MF,North America,,,1,
Misfits Academy,MSF.A,Europe,United States,,1,Misfits Premier
Misfits Gaming,MSF,Europe,United States,,1,
Misfits Premier,MSFP,Europe,United States,,1,
Missouri Valley College,MVC,North America,,,0,
MiTH Flashdive,MiTH FD,SEA,Thailand,,1,
MJ-Esports,MJ,Europe,Finland,,1,
Mkers,MKS,Europe,Italy,,1,
Mkers Academy,MKS.A,Europe,Italy,,1,
MKZ,MKZ,Korea,South Korea,,1,
MLGB E-SPORTS CLUB,MLGB,North America,,,1,
MNM Gaming,MNM,Europe,United Kingdom,,1,
MnM Gaming Academy,MnM.A,Europe,United Kingdom,,1,
MOBA ROG,MOR,Europe,Italy,,1,
Monkey Mafia,MM,Europe,Greece,,1,
Monolith Gaming,MNL,CIS,Russia,,1,
Monomaniac eSports,MME,North America,United States,,1,
Monta Club,MNT,EMEA,Spain,,0,
Moon Wolf e-Sports,MWE,Americas,Brazil,,1,
MorningStar Legends,MSL,North America,,,1,
Morningstar White,MSW,North America,,,1,
mortal Teamwork,MTW,Europe,Germany,,1,
Mortality eSports,MRT,North America,,,1,
Moscow 5,M5,Europe,Russia,,1,
Moscow 5,M5,CIS,Russia,,1,
Moss Seven Club,MSC,China,China,,1,
Motion.,MOTN,North America,,,1,
Mount Olympus,MOGG,North America,,,1,
MOUZ NXT,NXT,EMEA,Germany,,1,
Movistar KOI,MKOI,EMEA,Spain,,0,
Movistar KOI Fénix,MKF,EMEA,Spain,,0,
Movistar Optix,MOX,Latin America,Chile,,1,
Movistar R7,R7,Latin America,Mexico,,1,LYON (2024 American Team)
Movistar Riders Academy,MRS.A,Europe,Spain,,1,
Movistar Riders Blue,MRS.B,Europe,Spain,,1,
MS Company,MS,EMEA,France,,1,
MSI Evolution Gaming Team,MSI,SEA,Philippines,,1,
MT1 Esports,MT1,EMEA,Germany,,0,
MTP Esport,MTP,EMEA,France,,1,
MTW Gaming,MTW,Europe,Germany,,1,
mTw North America,MTW,North America,United States,,1,
Mübeccel Espor,MCER,EMEA,Turkey,,1,
Munster Rugby Gaming,MRG,EMEA,Republic of Ireland,,1,
Munster Rugby Gaming Academy,MRG.A,Europe,Republic of Ireland,,1,
Murk Esports,MRK,North America,,,1,
MVK Esports,MVK,Asia Pacific,Vietnam,Vikings Gaming (Organization),0,
MVK Esports Academy,MVKA,Asia Pacific,Vietnam,Vikings Gaming (Organization),0,
MVP,MVP,Korea,South Korea,,1,
MVP Blue,MVP.B,Korea,South Korea,,1,
MVP Ozone,MVP.O,Korea,South Korea,,1,
MVP Red,MVP.R,Korea,South Korea,,1,
MY STAR,STAR,EMEA,Lithuania,,1,
MYIDOL Esports,MYI,MENA,Tunisia,,1,
mYinsanity,MYI,EMEA,Switzerland,,0,
myRevenge,myR,Europe,Germany,,1,
myRevenge Chile,myR CL,LAS,Germany,,1,
Mysterious Monkeys,MM,Europe,Germany,,1,ad hoc gaming
Mysterious Monkeys.ESLM,MM,Europe,Germany,,1,
Mystic Gaming,MYC,MENA,United Arab Emirates,,1,
Myth Esports,MYTH,EMEA,,,0,
Mythos Gaming,MYT,Europe,United Kingdom,,1,
Mythus Esports,MYT,Asia Pacific,,,0,
n!faculty,FAC,Europe,Germany,,1,
Naga Esports,NAGA,SEA,Philippines,,1,
Naguara Mexico,NE,Latin America,Argentina,,1,
Naguara Team,NE,Latin America,Argentina,,1,
NaJin Black Sword,NJBS,Korea,South Korea,,1,
NaJin e-mFire,NJF,Korea,South Korea,,1,e-mFire
NaJin White Shield,NJWS,Korea,South Korea,,1,
Nakrob Mangkorn,NRMK,Asia Pacific,Thailand,,1,
NALCS Players Association,NALCSPA,North America,United States,,0,
Nameless Randoms,NR,North America,,,1,
Nameless Thieves,NT,North America,,,1,
Napkins in Disguise,NID,North America,North America,,1,
NARCIS,NRC,EMEA,Czech Republic,,1,H3ARTS
Nash Ξquilibrium,NASH,Europe,Germany,,1,
NASR eSports,NSR,MENA,United Arab Emirates,,1,
NASR eSports Jr.,NASR.JR,MENA,United Arab Emirates,,1,
NASR eSports Turkey,NASR,EMEA,United Arab Emirates,,1,
NASR eSports Turkey Academy,NASR.A,Turkey,United Arab Emirates,,1,
NAT,NAT,Europe,Italy,,1,
Nate.A,NTA,Asia Pacific,Taiwan,,1,
Nate9527,NAT,Asia Pacific,Taiwan,,1,
Native Gaming,N8V,North America,United States,,1,
Nativz,NTZ,EMEA,Republic of Ireland,,1,
Natus Vincere,NAVI,EMEA,Ukraine,,0,
Natus Vincere CIS,NV.CIS,CIS,Ukraine,,1,
NCG Esports,NCG,North America,Mexico,,0,
nDurance Gaming,nD,Europe,Norway,,1,
Near Airport,NA,Americas,United States,,1,
NecroRaisers,NR,Europe,Slovakia,,1,
NeL,NeL,Korea,South Korea,,1,
Neolution E-Sport Nemesis,Neo.N,SEA,Thailand,,1,
Neon Esports,NE,Europe,Turkey,,1,
nEophyte,NEPH,Europe,Czech Republic,,1,
nerdRage,nR,Europe,United Kingdom,,1,
Nerf Galeforce,NGF,Europe,,,1,
Neronity,NERO,Europe,Romania,,1,Team Nerotec
Nerv,NRV,Europe,Belgium,,1,
Neurons,NEU,LMS,Taiwan,,1,
Never Give Up,NGU,LMS,Taiwan,,1,
Never Give Up,NGU,Asia Pacific,Vietnam,,1,
NeverBack Gaming,NB.,Europe,Spain,,1,
New Dynasty,ND,Europe,Netherlands,,1,Dynasty
New Era,ERA,EMEA,Greece,,1,
New Meta,NM,Asia Pacific,Japan,,0,
New World Eclipse,NWE,North America,North America,,1,
Newbee,NB,China,China,,1,
Newbee Young,NBY,China,China,,1,
Newell's Esports,NOB,Latin America,Argentina,,1,
Newstar,N5R,Latin America,,,1,
Nex Impetus,neXi,Brazil,Brazil,,1,
Next Gen Esports,NGE,SEA,Vietnam,,1,
Next Level Esports,NLE,North America,,,0,
NextGaming,NxG,Europe,Italy,,1,
NextGeneration Esports,NG,EMEA,Egypt,,0,
neXtPlease! Gaming,NPG,Europe,Romania,,1,
Nexus KTRL,NXK,Europe,Romania,,1,
Nexus Reapers,NR,EMEA,Europe,,1,
NGU eSports,NGU,EMEA,Spain,,1,
Ngựa Hí Esports,NHE,Asia Pacific,Vietnam,,0,
Nibble Gaming,NBG,Japan,Japan,,1,
NICE GUYS,NICE,EMEA,Germany,,1,
Nigel's Last Tiles,TILE,North America,,,1,Guangdong Flying Tigers
Nightbirds,NBS,EMEA,Slovakia,,0,
Nightblood Gaming,NBG,North America,United States,,1,
Nigma Galaxy,NGX,Europe,United Arab Emirates,,1,
Nigma Galaxy,NGX,EMEA,United Arab Emirates,,1,
Nigma Galaxy MENA,NGX.MN,MENA,United Arab Emirates,,1,
Nine Lives Esports,9LE,North America,,,0,
Ninjas in Pyjamas,NIP,Europe,Sweden,,1,
Ninjas in Pyjamas,NIP,China,United Arab Emirates,,0,
NK Osijek Esport,NKOS,Europe,Croatia,,1,
NLD eSports,NLD,Europe,Greece,,1,
NNO Prime,NNO,EMEA,Germany,,1,
NNOwO,NNO,EMEA,Germany,,1,
No Ace,NACE,North America,,,1,
No Dice Gaming,NDG,North America,,,1,
No Game No Life,NGL,LMS,Hong Kong,,1,
No Name,NN,North America,,,1,
No Need Orga,NNO,EMEA,Germany,,0,
No Org,NO,North America,,,1,
No Team,NOT,North America,,,1,
Noah's Ark,NA,China,China,,1,
Noble Esports,NOB,North America,,,1,
Noble Truth,NTR,North America,United States,,1,
NOCTA,NOC,Latin America,Colombia,,1,
Nocturnals,NOC,Asia Pacific,Thailand,,1,
Nocturne Gale,NG,EMEA,Spain,,0,
Nocturns Gaming,NG,Latin America,Argentina,,1,
NoFancy,NFC,LMS,Hong Kong,,1,
NONAME,NON,EMEA,,,1,
Nongshim Esports Academy,NS.EA,Korea,South Korea,Team Dynamics (Organization),0,
Nongshim RedForce,NS,Korea,South Korea,Team Dynamics (Organization),0,
Nongshim RedForce Academy,NS.A,Korea,South Korea,Team Dynamics (Organization),0,
NonHK,NHK,LMS,Hong Kong,,1,
Noobs Except Balnemse,NEB,Korea,South Korea,,1,
Noot Noot eSports,NN,Europe,,,1,
NORD Esports,NORD,EMEA,,,1,
NORD Polaris,NORD.P,EMEA,,,1,
Nordavind,NVD,Europe,Norway,,1,00 Nation
Nordavind Black,NVD.B,Europe,Norway,,1,
Nordavind Talent,NVD.T,Europe,Norway,,1,00 Prospects
Nordavind White,NVD.W,Europe,Norway,,1,
North,NOR,Europe,Denmark,,1,
North Carolina State University,NCSU,North America,,,0,
Northeastern University,NU,North America,,,0,
Northern Lions Esports,NLE,EMEA,,,1,
Northwood University,NU,North America,,,0,
Not Academy Team,NAT,North America,,,1,
Nova Dragons,NVD,Latin America,Peru,,1,
Nova eSports,NVA,North America,United States,,1,
Nova Esports,NOV,Asia Pacific,,,1,
Novasphere Gaming,NSG,North America,,,1,
NOVEX,NX,Asia Pacific,Japan,,0,
NOVO Esports,NOVO,EMEA,Italy,,1,
Novus Tempus,NT,LAS,Chile,,1,
Now or Never,NON,China,China,,1,
NOX Esports,NOX,Europe,United Kingdom,,1,
NRAX Esports,NRAX,EMEA,Poland,,1,
NRG,NRG,North America,United States,,0,
NRG Challengers,NRGC,North America,North America,,1,
NTMR,NTMR,Americas,United States,,1,
Nuit Blanche,NBL,Europe,France,,1,
Nuke Hunters,NH,North America,,,1,
NumberOne Esports,NR1,Turkey,Turkey,,1,
Nuovo Gaming,NVO,Oceania,Australia,,1,
NVision Esports,NV,Europe,United Kingdom,,1,
NXT,NXT,EMEA,,,1,
NYYRIKKI,NKI,Europe,Finland,,1,
NYYRIKKI Academy,NKI.A,Europe,Finland,,1,
NYYRIKKI Blue,NKI.B,Europe,Finland,,1,NYYRIKKI Academy
NYYRIKKI White,NKI.W,Europe,Finland,,1,NYYRIKKI
O'Gaming TV,OGTV,EMEA,France,,0,
Oakland University,OU,North America,,,0,
Obnoxious Gaming,NOX,Europe,United Kingdom,,1,NOX Esports
Observant Force,OBFE,EMEA,Slovakia,,0,
ODD Esports,ODD,North America,Mexico,,1,
ODD Wara,ODD.W,Americas,Mexico,,1,
ODIN Gaming,ODN,Latin America,Argentina,,1,
Odivelas Sports Club,OSC,EMEA,Portugal,,0,
Odyssey Gaming,ODY,North America,United States,,1,Team Imagine
OffLimits,OFF,Europe,Italy,,1,
OFFSET Esports,OFF7,Europe,Portugal,,1,
OG Esports,OGE,Latin America,Costa Rica,,1,
OGC Esports,OGC,EMEA,Czech Republic,,1,
OGC Sigma Esports,OSE,EMEA,Czech Republic,,1,OGC Esports
Oh My Girls,OMGirls,China,China,,1,
Oh My God,OMG,China,China,,0,
Oh My God 2,OMG 2,China,China,,1,
Oh My God Academy,OMG.A,China,China,,1,
Ohio Northern University,ONU,North America,,,0,
Ohio State University,OSU,North America,,,0,
OKGG White,OKGG.W,Europe,Spain,,1,
Okinawan Tigers,OT,Japan,Japan,,1,
Oklahoma Christian University,OCU,North America,,,0,
Old Hunters,OHT,LAS,Chile,,1,
Olympus Gaming,OLY,MENA,Morocco,,1,
Omega Gaming,OMG,North America,United States,,1,Mirage Alliance
Omerix,OX,EMEA,France,,0,
Once Caldas Esports,OC,Latin America,Colombia,,1,
Once Upon A Team,OUAT,EMEA,,,0,
One Breath Gaming,OBG,CIS,United Kingdom,,1,
One More Esports,1M,EMEA,Morocco,,0,
One Piece eSports,OPE,Europe,Hungary,,1,
ONE SEVEN EIGHT,OSE,LMS,Macao,,1,
One Trick Production,OTP,EMEA,France,,0,
One Way Esports,OWE,EMEA,,,1,
Onion Team,ONT,EMEA,Poland,,0,
Only Heroes Academia,OHA,EMEA,Turkey,,1,
Only The Family,OTF,EMEA,Serbia,,0,
OnlyGame,OG,China,China,,1,
Onoda Esports,ONODA,Latin America,Colombia,,1,
Onyx Esports,ONYX,SEA,Malaysia,,1,
Onyx Ravens,OXR,EMEA,Saudi Arabia,,1,
OP Gaming,OPG,Korea,South Korea,,1,
OP innogy eSport,OP,Europe,Germany,,1,E WIE EINFACH E-SPORTS
OP Team,OPT,Asia Pacific,Thailand,,1,
OpenMidPlease,OMP,LMS,Taiwan,,1,
Operation Kino e-Sports,OPK,Brazil,Brazil,,1,
OpTic Gaming,OPT,North America,United States,,1,Immortals
OpTic Gaming Academy,OPT.A,North America,United States,,1,Immortals Academy
optical spectrum E-sports,OSE,China,China,,1,
Optimization Gaming,OG,Europe,Greece,,1,
Optimum Cowboys,OC,Europe,United Kingdom,,1,
Option 33,O33,North America,,,1,
OQ,OQ,North America,,,1,
Orange Esports,ORG,SEA,Malaysia,,1,
Orbit Gaming,ORB,North America,United States,,1,
ORDER,ORD,Oceania,Australia,,1,
ORDER Academy,ORDA,Oceania,Australia,,1,
Ordinance Gaming,OG,North America,North America,,1,
Ordo Equitum,OE,LAN,Mexico,,1,
Orgless,ORGL,North America,,,1,
Origen,OG,Europe,Denmark,,1,Astralis
Origen Academy,OG.A,Europe,Spain,,1,
